country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,99,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,98,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,98,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,98,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,95,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,95,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,94,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,94,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,94,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,95,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,85,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,84,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,94,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,83,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,70,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,76,Total,Units,%,Estimated value,,,12 to 23 months old
Grenada,GD,GRD,308,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,82,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,91,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,92,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,94,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,93,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,86,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,96,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,92,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,93,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,89,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,93,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,91,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,68,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,79,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,89,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,94,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,89,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,90,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,89,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,88,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,86,Total,Units,%,Estimated value,,,12 to 23 months old
Guatemala,GT,GTM,320,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,88,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,77,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,91,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,82,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,93,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,87,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,86,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,92,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,93,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,89,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,88,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,92,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,90,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,96,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,97,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,98,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,98,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,95,Total,Units,%,Estimated value,,,12 to 23 months old
Guyana,GY,GUY,328,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,95,Total,Units,%,Estimated value,,,12 to 23 months old
